profile,sub-profile,tools,ne_yapar,islem,salt_okunur,token,kaynak_kok,domain,operasyon,http,path,apple_aciklama
app-clips,,beta_app_clip_invocation_localizations__update,beta app clip invocation localizations · güncelle,güncelle,HAYIR,65,beta_app_clip_invocation_localizations,testflight,beta_app_clip_invocation_localizations.update,PATCH,/v1/betaAppClipInvocationLocalizations/{id},Update a beta App Clip invocation localization.
app-clips,,beta_app_clip_invocations__create,beta app clip invocations · oluştur,oluştur,HAYIR,58,beta_app_clip_invocations,testflight,beta_app_clip_invocations.create,POST,/v1/betaAppClipInvocations,Create a beta App Clip invocation.
app-clips,,beta_app_clip_invocations__delete,beta app clip invocations · sil,sil,HAYIR,59,beta_app_clip_invocations,testflight,beta_app_clip_invocations.delete,DELETE,/v1/betaAppClipInvocations/{id},Delete a beta App Clip invocation.
app-clips,,beta_app_clip_invocations__get,beta app clip invocations · getir,getir,EVET,96,beta_app_clip_invocations,testflight,beta_app_clip_invocations.get,GET,/v1/betaAppClipInvocations/{id},Read one beta App Clip invocation by ID.
app-clips,,beta_app_clip_invocations__update,beta app clip invocations · güncelle,güncelle,HAYIR,59,beta_app_clip_invocations,testflight,beta_app_clip_invocations.update,PATCH,/v1/betaAppClipInvocations/{id},Update a beta App Clip invocation.
app-clips,,build_bundles__app_clip_domain_cache_status__get,build bundle → app clip domain cache status · getir,getir,EVET,68,build_bundles,builds,build_bundles.app_clip_domain_cache_status.get,GET,/v1/buildBundles/{id}/appClipDomainCacheStatus,Read the App Clip domain cache statu for a build bundle.
app-clips,,build_bundles__app_clip_domain_debug_status__get,build bundle → app clip domain debug status · getir,getir,EVET,68,build_bundles,builds,build_bundles.app_clip_domain_debug_status.get,GET,/v1/buildBundles/{id}/appClipDomainDebugStatus,Read the App Clip domain debug statu for a build bundle.
app-clips,,build_bundles__beta_app_clip_invocations__list,build bundle → beta app clip invocations · listele,listele,EVET,124,build_bundles,builds,build_bundles.beta_app_clip_invocations.list,GET,/v1/buildBundles/{id}/betaAppClipInvocations,List the beta App Clip invocations belonging to a build bundle.
app-info,,age_rating_declarations__update,yaş sınırı beyanı · güncelle,güncelle,HAYIR,58,age_rating_declarations,apps,age_rating_declarations.update,PATCH,/v1/ageRatingDeclarations/{id},Update an age rating declaration.
app-info,,app_availabilities_v2__create,ülke kullanılabilirliği · oluştur,oluştur,HAYIR,57,app_availabilities_v2,apps,app_availabilities_v2.create,POST,/v2/appAvailabilities,Create an app availabilities (v2).
app-info,,app_availabilities_v2__get,ülke kullanılabilirliği · getir,getir,EVET,92,app_availabilities_v2,apps,app_availabilities_v2.get,GET,/v2/appAvailabilities/{id},Read one app availabilities (v2) by ID.
app-info,,app_availabilities_v2__territory_availabilities__list,ülke kullanılabilirliği → ülke kullanılabilirliği · listele,listele,EVET,122,app_availabilities_v2,apps,app_availabilities_v2.territory_availabilities.list,GET,/v2/appAvailabilities/{id}/territoryAvailabilities,List the territory availabilities belonging to an app availabilities (v2).
app-info,,app_categories__get,kategori · getir,getir,EVET,87,app_categories,apps,app_categories.get,GET,/v1/appCategories/{id},Read one app category by ID.
app-info,,app_categories__list,kategori · listele,listele,EVET,166,app_categories,apps,app_categories.list,GET,/v1/appCategories,List app categories.
app-info,,app_categories__parent__get,kategori → üst kategori · getir,getir,EVET,58,app_categories,apps,app_categories.parent.get,GET,/v1/appCategories/{id}/parent,Read the parent for an app category.
app-info,,app_categories__subcategories__list,kategori → alt kategori · listele,listele,EVET,82,app_categories,apps,app_categories.subcategories.list,GET,/v1/appCategories/{id}/subcategories,List the subcategories belonging to an app category.
app-info,,app_info_localizations__create,künye dil metni · oluştur,oluştur,HAYIR,70,app_info_localizations,apps,app_info_localizations.create,POST,/v1/appInfoLocalizations,"Add a new language for the app-level listing fields: name, subtitle, privacy policy."
app-info,,app_info_localizations__delete,künye dil metni · sil,sil,HAYIR,58,app_info_localizations,apps,app_info_localizations.delete,DELETE,/v1/appInfoLocalizations/{id},Delete an app info localization.
app-info,,app_info_localizations__get,künye dil metni · getir,getir,EVET,87,app_info_localizations,apps,app_info_localizations.get,GET,/v1/appInfoLocalizations/{id},Read one app info localization by ID.
app-info,,app_info_localizations__update,künye dil metni · güncelle,güncelle,HAYIR,80,app_info_localizations,apps,app_info_localizations.update,PATCH,/v1/appInfoLocalizations/{id},"Update an app's name, subtitle or privacy policy text for one language. App name and subtitle are capped at 30 characters."
app-info,,app_infos__age_rating_declaration__get,uygulama künyesi → yaş sınırı beyanı · getir,getir,EVET,63,app_infos,apps,app_infos.age_rating_declaration.get,GET,/v1/appInfos/{id}/ageRatingDeclaration,Read the age rating declaration for an app info.
app-info,,app_infos__app_info_localizations__list,uygulama künyesi → künye dil metni · listele,listele,EVET,136,app_infos,apps,app_infos.app_info_localizations.list,GET,/v1/appInfos/{id}/appInfoLocalizations,List the app info localizations belonging to an app info.
app-info,,app_infos__get,uygulama künyesi · getir,getir,EVET,126,app_infos,apps,app_infos.get,GET,/v1/appInfos/{id},Read one app info by ID.
app-info,,app_infos__primary_category__get,uygulama künyesi → primary category · getir,getir,EVET,93,app_infos,apps,app_infos.primary_category.get,GET,/v1/appInfos/{id}/primaryCategory,Read the primary category for an app info.
app-info,,app_infos__primary_subcategory_one__get,uygulama künyesi → primary subcategory one · getir,getir,EVET,97,app_infos,apps,app_infos.primary_subcategory_one.get,GET,/v1/appInfos/{id}/primarySubcategoryOne,Read the primary subcategory one for an app info.
app-info,,app_infos__primary_subcategory_two__get,uygulama künyesi → primary subcategory two · getir,getir,EVET,97,app_infos,apps,app_infos.primary_subcategory_two.get,GET,/v1/appInfos/{id}/primarySubcategoryTwo,Read the primary subcategory two for an app info.
app-info,,app_infos__secondary_category__get,uygulama künyesi → secondary category · getir,getir,EVET,94,app_infos,apps,app_infos.secondary_category.get,GET,/v1/appInfos/{id}/secondaryCategory,Read the secondary category for an app info.
app-info,,app_infos__secondary_subcategory_one__get,uygulama künyesi → secondary subcategory one · getir,getir,EVET,98,app_infos,apps,app_infos.secondary_subcategory_one.get,GET,/v1/appInfos/{id}/secondarySubcategoryOne,Read the secondary subcategory one for an app info.
app-info,,app_infos__secondary_subcategory_two__get,uygulama künyesi → secondary subcategory two · getir,getir,EVET,98,app_infos,apps,app_infos.secondary_subcategory_two.get,GET,/v1/appInfos/{id}/secondarySubcategoryTwo,Read the secondary subcategory two for an app info.
app-info,,app_infos__territory_age_ratings__list,uygulama künyesi → territory age ratings · listele,listele,EVET,114,app_infos,apps,app_infos.territory_age_ratings.list,GET,/v1/appInfos/{id}/territoryAgeRatings,List the territory age ratings belonging to an app info.
app-info,,app_infos__update,uygulama künyesi · güncelle,güncelle,HAYIR,51,app_infos,apps,app_infos.update,PATCH,/v1/appInfos/{id},Update an app info.
app-info,,app_tags__territories__list,uygulama etiketi → ülke/bölge · listele,listele,EVET,79,app_tags,apps,app_tags.territories.list,GET,/v1/appTags/{id}/territories,List the territories belonging to an app tag.
app-info,,app_tags__update,uygulama etiketi · güncelle,güncelle,HAYIR,51,app_tags,apps,app_tags.update,PATCH,/v1/appTags/{id},Update an app tag.
app-info,,apps__app_availability_v2__get,uygulama → app availability · getir,getir,EVET,93,apps,apps,apps.app_availability_v2.get,GET,/v1/apps/{id}/appAvailabilityV2,Read the app availability (v2) for an app.
app-info,,apps__app_infos__list,uygulama → uygulama künyesi · listele,listele,EVET,150,apps,apps,apps.app_infos.list,GET,/v1/apps/{id}/appInfos,List the app infos belonging to an app.
app-info,,apps__app_tags__list,uygulama → uygulama etiketi · listele,listele,EVET,170,apps,apps,apps.app_tags.list,GET,/v1/apps/{id}/appTags,List the app tags belonging to an app.
distribution,version,apps__search_keywords__list,uygulama → arama anahtar kelimesi · listele,listele,EVET,117,apps,apps,apps.search_keywords.list,GET,/v1/apps/{id}/searchKeywords,List the search keywords belonging to an app.
app-info,,apps__update,uygulama · güncelle,güncelle,HAYIR,49,apps,apps,apps.update,PATCH,/v1/apps/{id},Update an app.
app-info,,end_app_availability_pre_orders__create,end app availability pre orders · oluştur,oluştur,HAYIR,61,end_app_availability_pre_orders,apps,end_app_availability_pre_orders.create,POST,/v1/endAppAvailabilityPreOrders,Create an end app availability pre order.
app-info,,territories__list,ülke/bölge · listele,listele,EVET,68,territories,apps,territories.list,GET,/v1/territories,List territories.
app-info,,territory_availabilities__update,ülke kullanılabilirliği · güncelle,güncelle,HAYIR,58,territory_availabilities,apps,territory_availabilities.update,PATCH,/v1/territoryAvailabilities/{id},Update a territory availability.
background-assets,,apps__background_assets__list,uygulama → background asset · listele,listele,EVET,291,apps,apps,apps.background_assets.list,GET,/v1/apps/{id}/backgroundAssets,List the background assets belonging to an app.
background-assets,,background_asset_upload_files__create,background asset upload files · oluştur,oluştur,HAYIR,60,background_asset_upload_files,background_assets,background_asset_upload_files.create,POST,/v1/backgroundAssetUploadFiles,Create a background asset upload file.
background-assets,,background_asset_upload_files__get,background asset upload files · getir,getir,EVET,62,background_asset_upload_files,background_assets,background_asset_upload_files.get,GET,/v1/backgroundAssetUploadFiles/{id},Read one background asset upload file by ID.
background-assets,,background_asset_upload_files__update,background asset upload files · güncelle,güncelle,HAYIR,61,background_asset_upload_files,background_assets,background_asset_upload_files.update,PATCH,/v1/backgroundAssetUploadFiles/{id},Update a background asset upload file.
background-assets,,background_asset_version_app_store_releases__get,background asset version app store releases · getir,getir,EVET,102,background_asset_version_app_store_releases,background_assets,background_asset_version_app_store_releases.get,GET,/v1/backgroundAssetVersionAppStoreReleases/{id},Read one background asset version App Store release by ID.
background-assets,,background_asset_version_external_beta_releases__get,background asset version external beta releases · getir,getir,EVET,104,background_asset_version_external_beta_releases,background_assets,background_asset_version_external_beta_releases.get,GET,/v1/backgroundAssetVersionExternalBetaReleases/{id},Read one background asset version external beta release by ID.
background-assets,,background_asset_version_internal_beta_releases__get,background asset version internal beta releases · getir,getir,EVET,104,background_asset_version_internal_beta_releases,background_assets,background_asset_version_internal_beta_releases.get,GET,/v1/backgroundAssetVersionInternalBetaReleases/{id},Read one background asset version internal beta release by ID.
background-assets,,background_asset_versions__background_asset_upload_files__list,background asset versions → background asset upload files · listele,listele,EVET,96,background_asset_versions,background_assets,background_asset_versions.background_asset_upload_files.list,GET,/v1/backgroundAssetVersions/{id}/backgroundAssetUploadFiles,List the background asset upload files belonging to a background asset version.
background-assets,,background_asset_versions__create,background asset versions · oluştur,oluştur,HAYIR,58,background_asset_versions,background_assets,background_asset_versions.create,POST,/v1/backgroundAssetVersions,Create a background asset version.
background-assets,,background_asset_versions__get,background asset versions · getir,getir,EVET,113,background_asset_versions,background_assets,background_asset_versions.get,GET,/v1/backgroundAssetVersions/{id},Read one background asset version by ID.
background-assets,,background_assets__create,background asset · oluştur,oluştur,HAYIR,54,background_assets,background_assets,background_assets.create,POST,/v1/backgroundAssets,Create a background asset.
background-assets,,background_assets__get,background asset · getir,getir,EVET,99,background_assets,background_assets,background_assets.get,GET,/v1/backgroundAssets/{id},Read one background asset by ID.
