profile,sub-profile,tools,ne_yapar,islem,salt_okunur,token,kaynak_kok,domain,operasyon,http,path,apple_aciklama
distribution,version,app_store_version_localizations__search_keywords__list,sürüm dil metni (açıklama/whats new/keyword) → arama anahtar kelimesi · listele,listele,EVET,130,app_store_version_localizations,versions,app_store_version_localizations.search_keywords.list,GET,/v1/appStoreVersionLocalizations/{id}/searchKeywords,List the search keywords belonging to an App Store version localization.
distribution,version,app_store_version_localizations__search_keywords__remove,sürüm dil metni (açıklama/whats new/keyword) → arama anahtar kelimesi · çıkar,çıkar,HAYIR,71,app_store_version_localizations,versions,app_store_version_localizations.search_keywords.remove,DELETE,/v1/appStoreVersionLocalizations/{id}/relationships/searchKeywords,Unlink search keywords from an App Store version localization.
distribution,version,app_store_version_localizations__update,sürüm dil metni (açıklama/whats new/keyword) · güncelle,güncelle,HAYIR,91,app_store_version_localizations,versions,app_store_version_localizations.update,PATCH,/v1/appStoreVersionLocalizations/{id},"Update the store listing text for one language of a version: description, keywords, what's new (release notes), promotional text, support and marketing URLs."
distribution,version,app_store_version_phased_releases__create,kademeli yayın · oluştur,oluştur,HAYIR,80,app_store_version_phased_releases,versions,app_store_version_phased_releases.create,POST,/v1/appStoreVersionPhasedReleases,"Start a phased (gradual) rollout for an approved version, releasing to a growing percentage of users over 7 days."
distribution,version,app_store_version_phased_releases__delete,kademeli yayın · sil,sil,HAYIR,63,app_store_version_phased_releases,versions,app_store_version_phased_releases.delete,DELETE,/v1/appStoreVersionPhasedReleases/{id},Delete an App Store version phased release.
distribution,version,app_store_version_phased_releases__update,kademeli yayın · güncelle,güncelle,HAYIR,76,app_store_version_phased_releases,versions,app_store_version_phased_releases.update,PATCH,/v1/appStoreVersionPhasedReleases/{id},"Pause, resume or complete a phased release. Set phasedReleaseState to PAUSE, ACTIVE or COMPLETE."
distribution,version,app_store_version_promotions__create,sürüm terfisi · oluştur,oluştur,HAYIR,60,app_store_version_promotions,versions,app_store_version_promotions.create,POST,/v1/appStoreVersionPromotions,Create an App Store version promotion.
distribution,version,app_store_version_release_requests__create,yayına alma isteği · oluştur,oluştur,HAYIR,72,app_store_version_release_requests,versions,app_store_version_release_requests.create,POST,/v1/appStoreVersionReleaseRequests,Manually release a version that was approved and is waiting for developer release.
distribution,version,app_store_versions__app_store_review_detail__get,App Store sürümü → inceleme iletişim bilgisi · getir,getir,EVET,107,app_store_versions,versions,app_store_versions.app_store_review_detail.get,GET,/v1/appStoreVersions/{id}/appStoreReviewDetail,Read the App Store review detail for an App Store version.
distribution,version,app_store_versions__app_store_version_localizations__list,App Store sürümü → sürüm dil metni (açıklama/whats new/keyword) · listele,listele,EVET,160,app_store_versions,versions,app_store_versions.app_store_version_localizations.list,GET,/v1/appStoreVersions/{id}/appStoreVersionLocalizations,List the App Store version localizations belonging to an App Store version.
distribution,version,app_store_versions__app_store_version_phased_release__get,App Store sürümü → kademeli yayın · getir,getir,EVET,73,app_store_versions,versions,app_store_versions.app_store_version_phased_release.get,GET,/v1/appStoreVersions/{id}/appStoreVersionPhasedRelease,Read the App Store version phased release for an App Store version.
distribution,version,app_store_versions__build__get,App Store sürümü → build · getir,getir,EVET,59,app_store_versions,versions,app_store_versions.build.get,GET,/v1/appStoreVersions/{id}/build,Read the build for an App Store version.
distribution,version,app_store_versions__build__set,App Store sürümü → build · ata,ata,HAYIR,61,app_store_versions,versions,app_store_versions.build.set,PATCH,/v1/appStoreVersions/{id}/relationships/build,Set the build linked to an App Store version.
distribution,version,app_store_versions__create,App Store sürümü · oluştur,oluştur,HAYIR,70,app_store_versions,versions,app_store_versions.create,POST,/v1/appStoreVersions,Create a new App Store version. Do this before attaching a build and submitting for review.
distribution,version,app_store_versions__delete,App Store sürümü · sil,sil,HAYIR,56,app_store_versions,versions,app_store_versions.delete,DELETE,/v1/appStoreVersions/{id},Delete an App Store version.
distribution,version,app_store_versions__get,App Store sürümü · getir,getir,EVET,156,app_store_versions,versions,app_store_versions.get,GET,/v1/appStoreVersions/{id},Read one App Store version by ID.
distribution,version,app_store_versions__routing_app_coverage__get,App Store sürümü → yönlendirme kapsama dosyası · getir,getir,EVET,98,app_store_versions,versions,app_store_versions.routing_app_coverage.get,GET,/v1/appStoreVersions/{id}/routingAppCoverage,Read the routing app coverage for an App Store version.
distribution,version,app_store_versions__update,App Store sürümü · güncelle,güncelle,HAYIR,69,app_store_versions,versions,app_store_versions.update,PATCH,/v1/appStoreVersions/{id},"Update an App Store version, including its release type and earliest release date."
encryption,,app_encryption_declaration_documents__create,app encryption declaration documents · oluştur,oluştur,HAYIR,64,app_encryption_declaration_documents,apps,app_encryption_declaration_documents.create,POST,/v1/appEncryptionDeclarationDocuments,Create an app encryption declaration document.
encryption,,app_encryption_declaration_documents__get,app encryption declaration documents · getir,getir,EVET,65,app_encryption_declaration_documents,apps,app_encryption_declaration_documents.get,GET,/v1/appEncryptionDeclarationDocuments/{id},Read one app encryption declaration document by ID.
encryption,,app_encryption_declaration_documents__update,app encryption declaration documents · güncelle,güncelle,HAYIR,65,app_encryption_declaration_documents,apps,app_encryption_declaration_documents.update,PATCH,/v1/appEncryptionDeclarationDocuments/{id},Update an app encryption declaration document.
encryption,,app_encryption_declarations__app_encryption_declaration_document__get,şifreleme beyanı → app encryption declaration document · getir,getir,EVET,79,app_encryption_declarations,apps,app_encryption_declarations.app_encryption_declaration_document.get,GET,/v1/appEncryptionDeclarations/{id}/appEncryptionDeclarationDocument,Read the app encryption declaration document for an app encryption declaration.
encryption,,app_encryption_declarations__create,şifreleme beyanı · oluştur,oluştur,HAYIR,59,app_encryption_declarations,apps,app_encryption_declarations.create,POST,/v1/appEncryptionDeclarations,Create an app encryption declaration.
encryption,,app_encryption_declarations__get,şifreleme beyanı · getir,getir,EVET,100,app_encryption_declarations,apps,app_encryption_declarations.get,GET,/v1/appEncryptionDeclarations/{id},Read one app encryption declaration by ID.
encryption,,app_encryption_declarations__list,şifreleme beyanı · listele,listele,EVET,194,app_encryption_declarations,apps,app_encryption_declarations.list,GET,/v1/appEncryptionDeclarations,List app encryption declarations.
encryption,,builds__app_encryption_declaration__get,build → şifreleme beyanı · getir,getir,EVET,64,builds,builds,builds.app_encryption_declaration.get,GET,/v1/builds/{id}/appEncryptionDeclaration,Read the app encryption declaration for a build.
game-center,gc-achievement,game_center_achievement_images_v2__create,başarım görseli · oluştur,oluştur,HAYIR,63,game_center_achievement_images_v2,game_center,game_center_achievement_images_v2.create,POST,/v2/gameCenterAchievementImages,Create a Game Center achievement images (v2).
game-center,gc-achievement,game_center_achievement_images_v2__delete,başarım görseli · sil,sil,HAYIR,64,game_center_achievement_images_v2,game_center,game_center_achievement_images_v2.delete,DELETE,/v2/gameCenterAchievementImages/{id},Delete a Game Center achievement images (v2).
game-center,gc-achievement,game_center_achievement_images_v2__get,başarım görseli · getir,getir,EVET,95,game_center_achievement_images_v2,game_center,game_center_achievement_images_v2.get,GET,/v2/gameCenterAchievementImages/{id},Read one Game Center achievement images (v2) by ID.
game-center,gc-achievement,game_center_achievement_images_v2__update,başarım görseli · güncelle,güncelle,HAYIR,64,game_center_achievement_images_v2,game_center,game_center_achievement_images_v2.update,PATCH,/v2/gameCenterAchievementImages/{id},Update a Game Center achievement images (v2).
game-center,gc-achievement,game_center_achievement_localizations_v2__create,başarım dil metni · oluştur,oluştur,HAYIR,66,game_center_achievement_localizations_v2,game_center,game_center_achievement_localizations_v2.create,POST,/v2/gameCenterAchievementLocalizations,Create a Game Center achievement localizations (v2).
game-center,gc-achievement,game_center_achievement_localizations_v2__delete,başarım dil metni · sil,sil,HAYIR,67,game_center_achievement_localizations_v2,game_center,game_center_achievement_localizations_v2.delete,DELETE,/v2/gameCenterAchievementLocalizations/{id},Delete a Game Center achievement localizations (v2).
game-center,gc-achievement,game_center_achievement_localizations_v2__get,başarım dil metni · getir,getir,EVET,99,game_center_achievement_localizations_v2,game_center,game_center_achievement_localizations_v2.get,GET,/v2/gameCenterAchievementLocalizations/{id},Read one Game Center achievement localizations (v2) by ID.
game-center,gc-achievement,game_center_achievement_localizations_v2__image__get,başarım dil metni → görsel · getir,getir,EVET,101,game_center_achievement_localizations_v2,game_center,game_center_achievement_localizations_v2.image.get,GET,/v2/gameCenterAchievementLocalizations/{id}/image,Read the image for a Game Center achievement localizations (v2).
game-center,gc-achievement,game_center_achievement_localizations_v2__update,başarım dil metni · güncelle,güncelle,HAYIR,67,game_center_achievement_localizations_v2,game_center,game_center_achievement_localizations_v2.update,PATCH,/v2/gameCenterAchievementLocalizations/{id},Update a Game Center achievement localizations (v2).
game-center,gc-achievement,game_center_achievement_versions_v2__create,game center achievement versions · oluştur,oluştur,HAYIR,64,game_center_achievement_versions_v2,game_center,game_center_achievement_versions_v2.create,POST,/v2/gameCenterAchievementVersions,Create a Game Center achievement versions (v2).
game-center,gc-achievement,game_center_achievement_versions_v2__get,game center achievement versions · getir,getir,EVET,100,game_center_achievement_versions_v2,game_center,game_center_achievement_versions_v2.get,GET,/v2/gameCenterAchievementVersions/{id},Read one Game Center achievement versions (v2) by ID.
game-center,gc-achievement,game_center_achievement_versions_v2__localizations__list,game center achievement versions → dil metni · listele,listele,EVET,125,game_center_achievement_versions_v2,game_center,game_center_achievement_versions_v2.localizations.list,GET,/v2/gameCenterAchievementVersions/{id}/localizations,List the localizations belonging to a Game Center achievement versions (v2).
game-center,gc-achievement,game_center_achievements_v2__activity__set,başarım → aktivite · ata,ata,HAYIR,67,game_center_achievements_v2,game_center,game_center_achievements_v2.activity.set,PATCH,/v2/gameCenterAchievements/{id}/relationships/activity,Set the activity linked to a Game Center achievements (v2).
game-center,gc-achievement,game_center_achievements_v2__create,başarım · oluştur,oluştur,HAYIR,60,game_center_achievements_v2,game_center,game_center_achievements_v2.create,POST,/v2/gameCenterAchievements,Create a Game Center achievements (v2).
game-center,gc-achievement,game_center_achievements_v2__delete,başarım · sil,sil,HAYIR,61,game_center_achievements_v2,game_center,game_center_achievements_v2.delete,DELETE,/v2/gameCenterAchievements/{id},Delete a Game Center achievements (v2).
game-center,gc-achievement,game_center_achievements_v2__get,başarım · getir,getir,EVET,103,game_center_achievements_v2,game_center,game_center_achievements_v2.get,GET,/v2/gameCenterAchievements/{id},Read one Game Center achievements (v2) by ID.
game-center,gc-achievement,game_center_achievements_v2__update,başarım · güncelle,güncelle,HAYIR,61,game_center_achievements_v2,game_center,game_center_achievements_v2.update,PATCH,/v2/gameCenterAchievements/{id},Update a Game Center achievements (v2).
game-center,gc-achievement,game_center_achievements_v2__versions__list,başarım → sürüm · listele,listele,EVET,122,game_center_achievements_v2,game_center,game_center_achievements_v2.versions.list,GET,/v2/gameCenterAchievements/{id}/versions,List the versions belonging to a Game Center achievements (v2).
game-center,gc-activities,game_center_activities__achievements_v2__add,Game Center aktivitesi → başarım · ekle,ekle,HAYIR,65,game_center_activities,game_center,game_center_activities.achievements_v2.add,POST,/v1/gameCenterActivities/{id}/relationships/achievementsV2,Link achievements (v2) to a Game Center activity.
game-center,gc-activities,game_center_activities__achievements_v2__remove,Game Center aktivitesi → başarım · çıkar,çıkar,HAYIR,67,game_center_activities,game_center,game_center_activities.achievements_v2.remove,DELETE,/v1/gameCenterActivities/{id}/relationships/achievementsV2,Unlink achievements (v2) from a Game Center activity.
game-center,gc-activities,game_center_activities__create,Game Center aktivitesi · oluştur,oluştur,HAYIR,56,game_center_activities,game_center,game_center_activities.create,POST,/v1/gameCenterActivities,Create a Game Center activity.
game-center,gc-activities,game_center_activities__delete,Game Center aktivitesi · sil,sil,HAYIR,57,game_center_activities,game_center,game_center_activities.delete,DELETE,/v1/gameCenterActivities/{id},Delete a Game Center activity.
game-center,gc-activities,game_center_activities__get,Game Center aktivitesi · getir,getir,EVET,113,game_center_activities,game_center,game_center_activities.get,GET,/v1/gameCenterActivities/{id},Read one Game Center activity by ID.
game-center,gc-activities,game_center_activities__leaderboards_v2__add,Game Center aktivitesi → liderlik tablosu · ekle,ekle,HAYIR,65,game_center_activities,game_center,game_center_activities.leaderboards_v2.add,POST,/v1/gameCenterActivities/{id}/relationships/leaderboardsV2,Link leaderboards (v2) to a Game Center activity.
game-center,gc-activities,game_center_activities__leaderboards_v2__remove,Game Center aktivitesi → liderlik tablosu · çıkar,çıkar,HAYIR,67,game_center_activities,game_center,game_center_activities.leaderboards_v2.remove,DELETE,/v1/gameCenterActivities/{id}/relationships/leaderboardsV2,Unlink leaderboards (v2) from a Game Center activity.
game-center,gc-activities,game_center_activities__update,Game Center aktivitesi · güncelle,güncelle,HAYIR,57,game_center_activities,game_center,game_center_activities.update,PATCH,/v1/gameCenterActivities/{id},Update a Game Center activity.
game-center,gc-activities,game_center_activities__versions__list,Game Center aktivitesi → sürüm · listele,listele,EVET,124,game_center_activities,game_center,game_center_activities.versions.list,GET,/v1/gameCenterActivities/{id}/versions,List the versions belonging to a Game Center activity.
game-center,gc-activities,game_center_activity_images__create,aktivite görseli · oluştur,oluştur,HAYIR,59,game_center_activity_images,game_center,game_center_activity_images.create,POST,/v1/gameCenterActivityImages,Create a Game Center activity image.
game-center,gc-activities,game_center_activity_images__delete,aktivite görseli · sil,sil,HAYIR,60,game_center_activity_images,game_center,game_center_activity_images.delete,DELETE,/v1/gameCenterActivityImages/{id},Delete a Game Center activity image.
game-center,gc-activities,game_center_activity_images__get,aktivite görseli · getir,getir,EVET,61,game_center_activity_images,game_center,game_center_activity_images.get,GET,/v1/gameCenterActivityImages/{id},Read one Game Center activity image by ID.
game-center,gc-activities,game_center_activity_images__update,aktivite görseli · güncelle,güncelle,HAYIR,60,game_center_activity_images,game_center,game_center_activity_images.update,PATCH,/v1/gameCenterActivityImages/{id},Update a Game Center activity image.
game-center,gc-activities,game_center_activity_localizations__create,aktivite dil metni · oluştur,oluştur,HAYIR,62,game_center_activity_localizations,game_center,game_center_activity_localizations.create,POST,/v1/gameCenterActivityLocalizations,Create a Game Center activity localization.
game-center,gc-activities,game_center_activity_localizations__delete,aktivite dil metni · sil,sil,HAYIR,63,game_center_activity_localizations,game_center,game_center_activity_localizations.delete,DELETE,/v1/gameCenterActivityLocalizations/{id},Delete a Game Center activity localization.
game-center,gc-activities,game_center_activity_localizations__get,aktivite dil metni · getir,getir,EVET,95,game_center_activity_localizations,game_center,game_center_activity_localizations.get,GET,/v1/gameCenterActivityLocalizations/{id},Read one Game Center activity localization by ID.
game-center,gc-activities,game_center_activity_localizations__image__get,aktivite dil metni → görsel · getir,getir,EVET,67,game_center_activity_localizations,game_center,game_center_activity_localizations.image.get,GET,/v1/gameCenterActivityLocalizations/{id}/image,Read the image for a Game Center activity localization.
game-center,gc-activities,game_center_activity_localizations__update,aktivite dil metni · güncelle,güncelle,HAYIR,63,game_center_activity_localizations,game_center,game_center_activity_localizations.update,PATCH,/v1/gameCenterActivityLocalizations/{id},Update a Game Center activity localization.
game-center,gc-activities,game_center_activity_versions__create,aktivite sürümü · oluştur,oluştur,HAYIR,60,game_center_activity_versions,game_center,game_center_activity_versions.create,POST,/v1/gameCenterActivityVersions,Create a Game Center activity version.
game-center,gc-activities,game_center_activity_versions__default_image__get,aktivite sürümü → default image · getir,getir,EVET,69,game_center_activity_versions,game_center,game_center_activity_versions.default_image.get,GET,/v1/gameCenterActivityVersions/{id}/defaultImage,Read the default image for a Game Center activity version.
game-center,gc-activities,game_center_activity_versions__get,aktivite sürümü · getir,getir,EVET,102,game_center_activity_versions,game_center,game_center_activity_versions.get,GET,/v1/gameCenterActivityVersions/{id},Read one Game Center activity version by ID.
game-center,gc-activities,game_center_activity_versions__localizations__list,aktivite sürümü → dil metni · listele,listele,EVET,121,game_center_activity_versions,game_center,game_center_activity_versions.localizations.list,GET,/v1/gameCenterActivityVersions/{id}/localizations,List the localizations belonging to a Game Center activity version.
game-center,gc-activities,game_center_activity_versions__update,aktivite sürümü · güncelle,güncelle,HAYIR,61,game_center_activity_versions,game_center,game_center_activity_versions.update,PATCH,/v1/gameCenterActivityVersions/{id},Update a Game Center activity version.
game-center,gc-challenge,game_center_challenge_images__create,meydan okuma görseli · oluştur,oluştur,HAYIR,59,game_center_challenge_images,game_center,game_center_challenge_images.create,POST,/v1/gameCenterChallengeImages,Create a Game Center challenge image.
game-center,gc-challenge,game_center_challenge_images__delete,meydan okuma görseli · sil,sil,HAYIR,60,game_center_challenge_images,game_center,game_center_challenge_images.delete,DELETE,/v1/gameCenterChallengeImages/{id},Delete a Game Center challenge image.
game-center,gc-challenge,game_center_challenge_images__get,meydan okuma görseli · getir,getir,EVET,61,game_center_challenge_images,game_center,game_center_challenge_images.get,GET,/v1/gameCenterChallengeImages/{id},Read one Game Center challenge image by ID.
game-center,gc-challenge,game_center_challenge_images__update,meydan okuma görseli · güncelle,güncelle,HAYIR,60,game_center_challenge_images,game_center,game_center_challenge_images.update,PATCH,/v1/gameCenterChallengeImages/{id},Update a Game Center challenge image.
game-center,gc-challenge,game_center_challenge_localizations__create,meydan okuma dil metni · oluştur,oluştur,HAYIR,63,game_center_challenge_localizations,game_center,game_center_challenge_localizations.create,POST,/v1/gameCenterChallengeLocalizations,Create a Game Center challenge localization.
game-center,gc-challenge,game_center_challenge_localizations__delete,meydan okuma dil metni · sil,sil,HAYIR,64,game_center_challenge_localizations,game_center,game_center_challenge_localizations.delete,DELETE,/v1/gameCenterChallengeLocalizations/{id},Delete a Game Center challenge localization.
game-center,gc-challenge,game_center_challenge_localizations__get,meydan okuma dil metni · getir,getir,EVET,96,game_center_challenge_localizations,game_center,game_center_challenge_localizations.get,GET,/v1/gameCenterChallengeLocalizations/{id},Read one Game Center challenge localization by ID.
game-center,gc-challenge,game_center_challenge_localizations__image__get,meydan okuma dil metni → görsel · getir,getir,EVET,68,game_center_challenge_localizations,game_center,game_center_challenge_localizations.image.get,GET,/v1/gameCenterChallengeLocalizations/{id}/image,Read the image for a Game Center challenge localization.
game-center,gc-challenge,game_center_challenge_localizations__update,meydan okuma dil metni · güncelle,güncelle,HAYIR,64,game_center_challenge_localizations,game_center,game_center_challenge_localizations.update,PATCH,/v1/gameCenterChallengeLocalizations/{id},Update a Game Center challenge localization.
game-center,gc-challenge,game_center_challenge_versions__create,meydan okuma sürümü · oluştur,oluştur,HAYIR,60,game_center_challenge_versions,game_center,game_center_challenge_versions.create,POST,/v1/gameCenterChallengeVersions,Create a Game Center challenge version.
game-center,gc-challenge,game_center_challenge_versions__default_image__get,meydan okuma sürümü → default image · getir,getir,EVET,69,game_center_challenge_versions,game_center,game_center_challenge_versions.default_image.get,GET,/v1/gameCenterChallengeVersions/{id}/defaultImage,Read the default image for a Game Center challenge version.
game-center,gc-challenge,game_center_challenge_versions__get,meydan okuma sürümü · getir,getir,EVET,102,game_center_challenge_versions,game_center,game_center_challenge_versions.get,GET,/v1/gameCenterChallengeVersions/{id},Read one Game Center challenge version by ID.
game-center,gc-challenge,game_center_challenge_versions__localizations__list,meydan okuma sürümü → dil metni · listele,listele,EVET,122,game_center_challenge_versions,game_center,game_center_challenge_versions.localizations.list,GET,/v1/gameCenterChallengeVersions/{id}/localizations,List the localizations belonging to a Game Center challenge version.
game-center,gc-challenge,game_center_challenges__create,meydan okuma · oluştur,oluştur,HAYIR,56,game_center_challenges,game_center,game_center_challenges.create,POST,/v1/gameCenterChallenges,Create a Game Center challenge.
game-center,gc-challenge,game_center_challenges__delete,meydan okuma · sil,sil,HAYIR,57,game_center_challenges,game_center,game_center_challenges.delete,DELETE,/v1/gameCenterChallenges/{id},Delete a Game Center challenge.
game-center,gc-challenge,game_center_challenges__get,meydan okuma · getir,getir,EVET,104,game_center_challenges,game_center,game_center_challenges.get,GET,/v1/gameCenterChallenges/{id},Read one Game Center challenge by ID.
game-center,gc-challenge,game_center_challenges__leaderboard_v2__set,meydan okuma → liderlik tablosu · ata,ata,HAYIR,67,game_center_challenges,game_center,game_center_challenges.leaderboard_v2.set,PATCH,/v1/gameCenterChallenges/{id}/relationships/leaderboardV2,Set the leaderboard (v2) linked to a Game Center challenge.
game-center,gc-challenge,game_center_challenges__update,meydan okuma · güncelle,güncelle,HAYIR,57,game_center_challenges,game_center,game_center_challenges.update,PATCH,/v1/gameCenterChallenges/{id},Update a Game Center challenge.
game-center,gc-challenge,game_center_challenges__versions__list,meydan okuma → sürüm · listele,listele,EVET,124,game_center_challenges,game_center,game_center_challenges.versions.list,GET,/v1/gameCenterChallenges/{id}/versions,List the versions belonging to a Game Center challenge.
game-center,gc-default,app_store_versions__game_center_app_version__get,App Store sürümü → Game Center sürüm eşlemesi · getir,getir,EVET,106,app_store_versions,versions,app_store_versions.game_center_app_version.get,GET,/v1/appStoreVersions/{id}/gameCenterAppVersion,Read the Game Center app version for an App Store version.
game-center,gc-default,apps__game_center_detail__get,uygulama → Game Center ayarı · getir,getir,EVET,210,apps,apps,apps.game_center_detail.get,GET,/v1/apps/{id}/gameCenterDetail,Read the Game Center detail for an app.
game-center,gc-default,game_center_app_versions__app_store_version__get,Game Center sürüm eşlemesi → App Store sürümü · getir,getir,EVET,168,game_center_app_versions,game_center,game_center_app_versions.app_store_version.get,GET,/v1/gameCenterAppVersions/{id}/appStoreVersion,Read the App Store version for a Game Center app version.
game-center,gc-default,game_center_app_versions__compatibility_versions__add,Game Center sürüm eşlemesi → compatibility versions · ekle,ekle,HAYIR,69,game_center_app_versions,game_center,game_center_app_versions.compatibility_versions.add,POST,/v1/gameCenterAppVersions/{id}/relationships/compatibilityVersions,Link compatibility versions to a Game Center app version.
game-center,gc-default,game_center_app_versions__compatibility_versions__list,Game Center sürüm eşlemesi → compatibility versions · listele,listele,EVET,151,game_center_app_versions,game_center,game_center_app_versions.compatibility_versions.list,GET,/v1/gameCenterAppVersions/{id}/compatibilityVersions,List the compatibility versions belonging to a Game Center app version.
game-center,gc-default,game_center_app_versions__compatibility_versions__remove,Game Center sürüm eşlemesi → compatibility versions · çıkar,çıkar,HAYIR,71,game_center_app_versions,game_center,game_center_app_versions.compatibility_versions.remove,DELETE,/v1/gameCenterAppVersions/{id}/relationships/compatibilityVersions,Unlink compatibility versions from a Game Center app version.
game-center,gc-default,game_center_app_versions__create,Game Center sürüm eşlemesi · oluştur,oluştur,HAYIR,57,game_center_app_versions,game_center,game_center_app_versions.create,POST,/v1/gameCenterAppVersions,Create a Game Center app version.
game-center,gc-default,game_center_app_versions__get,Game Center sürüm eşlemesi · getir,getir,EVET,96,game_center_app_versions,game_center,game_center_app_versions.get,GET,/v1/gameCenterAppVersions/{id},Read one Game Center app version by ID.
game-center,gc-default,game_center_app_versions__update,Game Center sürüm eşlemesi · güncelle,güncelle,HAYIR,58,game_center_app_versions,game_center,game_center_app_versions.update,PATCH,/v1/gameCenterAppVersions/{id},Update a Game Center app version.
game-center,gc-default,game_center_player_achievement_submissions__create,oyuncu başarım gönderimi · oluştur,oluştur,HAYIR,66,game_center_player_achievement_submissions,game_center,game_center_player_achievement_submissions.create,POST,/v1/gameCenterPlayerAchievementSubmissions,Create a Game Center player achievement submission.
game-center,gc-details,game_center_details__challenges_minimum_platform_versions__replace,Game Center ayarı → challenges minimum platform versions · topluca değiştir,topluca değiştir,HAYIR,81,game_center_details,game_center,game_center_details.challenges_minimum_platform_versions.replace,PATCH,/v1/gameCenterDetails/{id}/relationships/challengesMinimumPlatformVersions,Replace the full set of challenges minimum platform versions linked to a Game Center detail.
game-center,gc-details,game_center_details__classic_matchmaking_requests__metrics,Game Center ayarı → klasik eşleştirme isteği · ölçüm getir,ölçüm getir,EVET,280,game_center_details,game_center,game_center_details.classic_matchmaking_requests.metrics,GET,/v1/gameCenterDetails/{id}/metrics/classicMatchmakingRequests,"Read classic matchmaking requests metrics for a Game Center detail. Returns aggregated time-series data, not individual records."
game-center,gc-details,game_center_details__create,Game Center ayarı · oluştur,oluştur,HAYIR,55,game_center_details,game_center,game_center_details.create,POST,/v1/gameCenterDetails,Create a Game Center detail.
game-center,gc-details,game_center_details__game_center_achievements_v2__list,Game Center ayarı → başarım · listele,listele,EVET,199,game_center_details,game_center,game_center_details.game_center_achievements_v2.list,GET,/v1/gameCenterDetails/{id}/gameCenterAchievementsV2,List the Game Center achievements (v2) belonging to a Game Center detail.
game-center,gc-details,game_center_details__game_center_achievements_v2__replace,Game Center ayarı → başarım · topluca değiştir,topluca değiştir,HAYIR,77,game_center_details,game_center,game_center_details.game_center_achievements_v2.replace,PATCH,/v1/gameCenterDetails/{id}/relationships/gameCenterAchievementsV2,Replace the full set of Game Center achievements (v2) linked to a Game Center detail.
game-center,gc-details,game_center_details__game_center_activities__list,Game Center ayarı → Game Center aktivitesi · listele,listele,EVET,144,game_center_details,game_center,game_center_details.game_center_activities.list,GET,/v1/gameCenterDetails/{id}/gameCenterActivities,List the Game Center activities belonging to a Game Center detail.
game-center,gc-details,game_center_details__game_center_app_versions__list,Game Center ayarı → Game Center sürüm eşlemesi · listele,listele,EVET,150,game_center_details,game_center,game_center_details.game_center_app_versions.list,GET,/v1/gameCenterDetails/{id}/gameCenterAppVersions,List the Game Center app versions belonging to a Game Center detail.
game-center,gc-details,game_center_details__game_center_challenges__list,Game Center ayarı → meydan okuma · listele,listele,EVET,201,game_center_details,game_center,game_center_details.game_center_challenges.list,GET,/v1/gameCenterDetails/{id}/gameCenterChallenges,List the Game Center challenges belonging to a Game Center detail.
game-center,gc-details,game_center_details__game_center_group__get,Game Center ayarı → Game Center grubu (uygulamalar arası paylaşım) · getir,getir,EVET,149,game_center_details,game_center,game_center_details.game_center_group.get,GET,/v1/gameCenterDetails/{id}/gameCenterGroup,Read the Game Center group for a Game Center detail.
game-center,gc-details,game_center_details__game_center_leaderboard_sets_v2__list,Game Center ayarı → liderlik tablosu seti · listele,listele,EVET,182,game_center_details,game_center,game_center_details.game_center_leaderboard_sets_v2.list,GET,/v1/gameCenterDetails/{id}/gameCenterLeaderboardSetsV2,List the Game Center leaderboard sets (v2) belonging to a Game Center detail.
game-center,gc-details,game_center_details__game_center_leaderboard_sets_v2__replace,Game Center ayarı → liderlik tablosu seti · topluca değiştir,topluca değiştir,HAYIR,79,game_center_details,game_center,game_center_details.game_center_leaderboard_sets_v2.replace,PATCH,/v1/gameCenterDetails/{id}/relationships/gameCenterLeaderboardSetsV2,Replace the full set of Game Center leaderboard sets (v2) linked to a Game Center detail.
game-center,gc-details,game_center_details__game_center_leaderboards_v2__list,Game Center ayarı → liderlik tablosu · listele,listele,EVET,209,game_center_details,game_center,game_center_details.game_center_leaderboards_v2.list,GET,/v1/gameCenterDetails/{id}/gameCenterLeaderboardsV2,List the Game Center leaderboards (v2) belonging to a Game Center detail.
game-center,gc-details,game_center_details__game_center_leaderboards_v2__replace,Game Center ayarı → liderlik tablosu · topluca değiştir,topluca değiştir,HAYIR,77,game_center_details,game_center,game_center_details.game_center_leaderboards_v2.replace,PATCH,/v1/gameCenterDetails/{id}/relationships/gameCenterLeaderboardsV2,Replace the full set of Game Center leaderboards (v2) linked to a Game Center detail.
game-center,gc-details,game_center_details__get,Game Center ayarı · getir,getir,EVET,208,game_center_details,game_center,game_center_details.get,GET,/v1/gameCenterDetails/{id},Read one Game Center detail by ID.
game-center,gc-details,game_center_details__rule_based_matchmaking_requests__metrics,Game Center ayarı → rule based matchmaking requests · ölçüm getir,ölçüm getir,EVET,281,game_center_details,game_center,game_center_details.rule_based_matchmaking_requests.metrics,GET,/v1/gameCenterDetails/{id}/metrics/ruleBasedMatchmakingRequests,"Read rule based matchmaking requests metrics for a Game Center detail. Returns aggregated time-series data, not individual records."
game-center,gc-details,game_center_details__update,Game Center ayarı · güncelle,güncelle,HAYIR,56,game_center_details,game_center,game_center_details.update,PATCH,/v1/gameCenterDetails/{id},Update a Game Center detail.
